kanji;strokes;grade;freq;jlpt_old;jlpt_new;meanings;readings_on;readings_kun;wk_level;wk_meanings;wk_readings_on;wk_readings_kun;wk_radicals;fr_meanings
胎;9;8.0;1861.0;1.0;1.0;[Womb, Uterus];[たい];[];57;[Womb, Uterus];[たい];[];[Moon, Machine];utérus, matrice
酵;14;8.0;1862.0;1.0;1.0;[Fermentation];[こう];[];57;[Fermentation, Ferment];[こう];[];[Alcohol, Teacher];fermentation, levure
憤;15;8.0;1863.0;1.0;1.0;[Aroused, Resent, Be Indignant, Anger];[ふん];[いきどお.る];58;[Resent];[ふん];[いきどお];[Soul, Cross, Flowers, Shellfish];être indigné, être en colère, être exaspéré
豚;11;8.0;1864.0;1.0;1.0;[Pork, Pig];[とん];[ぶた];26;[Pork, Pig];[とん];[ぶた];[Moon, Pig];porc, cochon
遮;14;8.0;1865.0;1.0;1.0;[Intercept, Interrupt, Obstruct];[しゃ];[さえぎ.る];57;[Intercept];[しゃ];[さえぎ];[Scooter, Yurt, Boil];obstruer, barrer, interrompre
扉;12;8.0;1866.0;1.0;1.0;[Front Door, Title Page, Front Page];[ひ];[とびら];47;[Front Door];[ひ];[とびら];[Door, Criminal];porte, page de titre
硫;12;8.0;1867.0;1.0;1.0;[Sulphur];[りゅう];[];58;[Sulfur, Sulphur];[りゅう];[];[Stone, Trash, River];soufre
赦;11;8.0;1868.0;1.0;1.0;[Pardon, Forgiveness];[しゃ];[];58;[Pardon];[しゃ];[];[Red, Winter];pardonner
挫;10;8.0;1869.0;;;[Crush, Break, Sprain, Discourage];[ざ, さ];[くじ.く, くじ.ける];;[Crush, Break, Sprain, Discourage];[ざ, さ];[くじ.く, くじ.ける];;briser, décourager, entorse
挟;9;8.0;1870.0;2.0;2.0;[Pinch, Between];[きょう, しょう];[はさ.む, はさ.まる, わきばさ.む, さしはさ.む];51;[Between];[きょう, しょう];[はさ];[Fingers, Husband, Horns];pincer, insérer, coincer être coincé, être bloqué
窃;9;8.0;1871.0;1.0;1.0;[Stealth, Steal, Secret, Private, Hushed];[せつ];[ぬす.む, ひそ.か];58;[Steal];[せつ];[ぬす, ひそ];[Hole, Seven, Sword];voler, dérober
泡;8;8.0;1872.0;1.0;1.0;[Bubbles, Foam, Suds, Froth];[ほう];[あわ];46;[Bubbles];[ほう];[あわ];[Tsunami, Wrap];bulle, mousse
又;2;8.0;1874.0;1.0;1.0;[Or Again, Furthermore, On The Other Hand];[ゆう];[また, また-, また.の-];2;[Again];[];[また];[Stool];de nouveau, encore
慨;13;8.0;1875.0;1.0;1.0;[Rue, Be Sad, Sigh, Lament];[がい];[];58;[Sigh];[がい];[];[Soul, Root, Fang];regretter, se lamenter, déplorer, être triste
恨;9;8.0;1877.0;1.0;1.0;[Regret, Bear A Grudge, Resentment, Malice, Hatred];[こん];[うら.む, うら.めしい];47;[Grudge];[こん];[うら];[Soul, Root];avoir de la haine envers, en vouloir à rancunier, regrettable
肪;8;8.0;1878.0;1.0;1.0;[Obese, Fat];[ぼう];[];51;[Obese, Fat];[ぼう];[];[Moon, Direction];graisse animale, obésité
扶;7;8.0;1879.0;1.0;1.0;[Aid, Help, Assist];[ふ];[たす.ける];58;[Aid];[ふ];[たす];[Fingers, Husband];aide, assistance, soutien
戯;15;8.0;1880.0;1.0;1.0;[Frolic, Play, Sport];[ぎ, げ];[たわむ.れる, ざ.れる, じゃ.れる];58;[Play];[ぎ, げ];[ざ, じゃ, たわむ];[Tiger, Spikes, Drunkard];se divertir, batifoler, plaisanter
忌;7;8.0;1882.0;1.0;1.0;[Mourning, Abhor, Detestable, Death Anniversary];[き];[い.む, い.み, い.まわしい];59;[Mourning];[き];[い];[Oneself, Heart];détester, détestable, odieux, répugnant prendre le deuil
濁;16;8.0;1883.0;1.0;1.0;[Voiced, Uncleanness, Wrong, Nigori, Impurity];[だく, じょく];[にご.る, にご.す];58;[Muddy, Impure];[だく, じょく];[にご];[Tsunami, Net, Prison, Insect];se troubler, se brouiller troubler, brouiller, polluer
奔;8;8.0;1884.0;1.0;1.0;[Run, Bustle];[ほん];[はし.る];58;[Run, Bustle];[ほん];[はし];[Big, Cross, Twenty];courir, s'enfuir
斗;4;8.0;1885.0;1.0;1.0;[Big Dipper, Ten Sho (vol), Sake Dipper, Dots And Cross Radical (no. 68)];[と, とう];[];44;[Ladle];[と];[];[Ladle];unité de volume d'environ 18 litres
蘭;19;9.0;1886.0;1.0;1.0;[Orchid, Holland];[らん, ら];[];;[Orchid, Holland];[らん, ら];[];;orchidée, Hollande
迅;6;8.0;1888.0;1.0;1.0;[Swift, Fast];[じん];[];48;[Swift];[じん];[];[Scooter, Cliff, Cross];rapide, prompt
肖;7;8.0;1889.0;1.0;1.0;[Resemblance];[しょう];[あやか.る];58;[Resemblance];[しょう];[あやか];[Triceratops, Moon];semblable, copie
鉢;13;8.0;1890.0;1.0;1.0;[Bowl, Rice Tub, Pot, Crown];[はち, はつ];[];48;[Bowl];[はち];[];[Gold, Book];bol, pot, écuelle
朽;6;8.0;1891.0;1.0;1.0;[Decay, Rot, Remain In Seclusion];[きゅう];[く.ちる];58;[Rot, Decay];[きゅう];[く];[Tree, Ground, Prison];se gâter, dépérir, pourrir
殻;11;8.0;1892.0;1.0;1.0;[Husk, Nut Shell];[かく, こく, ばい];[から, がら];58;[Husk, Shell];[かく, こく, ばい];[から, がら];[Samurai, Forehead, Table, Weapon];coque, coquille, cosse, écorce
享;8;8.0;1893.0;1.0;1.0;[Enjoy, Receive, Undergo, Answer (phone), Take, Get, Catch];[きょう, こう];[う.ける];58;[Receive];[きょう, こう];[う];[Sock];recevoir, être content
沙;7;8.0;1897.0;1.0;1.0;[Sand];[さ, しゃ];[すな, よなげる];59;[Sand];[さ, しゃ];[すな, よなげる];[Tsunami, Few];grain de sable
曇;16;8.0;1899.0;2.0;2.0;[Cloudy Weather, Cloud Up];[どん];[くも.る];45;[Cloudy];[];[くも];[Sun, Rain, Cloud];nuageux, couvert se couvrir, se ternir
媒;12;8.0;1900.0;1.0;1.0;[Mediator, Go-between];[ばい];[なこうど];58;[Mediator];[ばい];[なこうど];[Woman, Sweet, Tree];médiation, entremise
鶏;19;8.0;1901.0;1.0;1.0;[Chicken];[けい];[にわとり, とり];58;[Chicken];[けい];[とり, にわとり];[Cleat, Husband, Bird];poule, poulet, gallinacé
禅;13;8.0;1902.0;1.0;1.0;[Zen, Silent Meditation];[ぜん, せん];[しずか, ゆず.る];18;[Zen, Zen Buddhism];[ぜん];[];[Spirit, Simple];Bouddhisme Zen, méditation, silence
胴;10;8.0;1904.0;1.0;1.0;[Trunk, Torso, Hull (ship), Hub Of Wheel];[どう];[];47;[Torso];[どう];[];[Moon, Same];torse, tronc
挿;10;8.0;1908.0;1.0;1.0;[Insert, Put In, Graft, Wear (sword)];[そう];[さ.す, はさ.む];47;[Insert];[そう];[さ];[Fingers, Thousand, Sun];insérer, introduire
嵐;12;8.0;1910.0;1.0;1.0;[Storm, Tempest];[らん];[あらし];44;[Storm];[];[あらし];[Mountain, Wind];orage, tempête
椎;12;8.0;1911.0;1.0;1.0;[Chinquapin, Mallet, Spine];[つい, すい];[つち, う.つ];58;[Oak, Oak Tree];[つい, すい];[う, つち];[Tree, Turkey];chêne maillet
獅;13;9.0;1914.0;;;[Lion];[し];[しし];;[Lion];[し];[しし];;lion
絹;13;6.0;1916.0;1.0;1.0;[Silk];[けん];[きぬ];58;[Silk];[けん];[きぬ];[Thread, Mouth, Moon];soie
陪;11;8.0;1917.0;1.0;1.0;[Obeisance, Follow, Accompany, Attend On];[ばい];[];58;[Accompany];[ばい];[];[Building, Clown];suivre, accompagner, assister
剖;10;8.0;1918.0;1.0;1.0;[Divide];[ぼう];[];58;[Divide];[ぼう];[];[Clown, Knife];diviser, trancher, fendre
譜;19;8.0;1919.0;1.0;1.0;[Musical Score, Music, Note, Staff, Table, Genealogy];[ふ];[];58;[Genealogy, Score];[ふ];[];[Say, Line Up, Sun];généalogie, catalogue, partition, registre, notes
帆;6;8.0;1923.0;1.0;1.0;[Sail];[はん];[ほ];58;[Sail];[はん];[ほ];[Towel, Table, Drop];voile
暁;12;8.0;1924.0;1.0;1.0;[Daybreak, Dawn, In The Event];[ぎょう, きょう];[あかつき, さと.る];58;[Dawn];[きょう, ぎょう];[あかつき, さと];[Sun, Gambler];aube, ciel du matin
傑;13;8.0;1926.0;1.0;1.0;[Greatness, Excellence];[けつ];[すぐ.れる];58;[Greatness, Excellence];[けつ];[すぐ];[Leader, Dance, Tree];excellence
笛;11;3.0;1928.0;1.0;1.0;[Flute, Clarinet, Pipe, Whistle, Bagpipe, Piccolo];[てき];[ふえ];19;[Flute];[てき];[ふえ];[Bamboo, Reason];flûte, sifflet
奴;5;8.0;1932.0;1.0;1.0;[Guy, Slave, Manservant, Fellow];[ど];[やつ, やっこ];34;[Dude];[ど];[やつ];[Woman, Stool];serviteur, esclave
誰;15;8.0;1933.0;;;[Who, Someone, Somebody];[すい];[だれ, たれ, た];43;[Who];[];[だれ];[Say, Turkey];quelqu'un qui
錠;16;8.0;1934.0;1.0;1.0;[Lock, Fetters, Shackles];[じょう];[];58;[Lock];[じょう];[];[Gold, Roof, Correct];serrure, cadenas, pastille
拳;10;8.0;1935.0;1.0;1.0;[Fist];[けん, げん];[こぶし];41;[Fist];[けん, げん];[こぶし];[Gladiator, Hand];poing
拙;8;8.0;1938.0;1.0;1.0;[Bungling, Clumsy, Unskillful];[せつ];[つたな.い];59;[Clumsy, Unskillful];[せつ];[つたな];[Fingers, Exit];maladroit, gauche
侍;8;8.0;1939.0;1.0;1.0;[Waiter, Samurai, Wait Upon, Serve];[じ, し];[さむらい, はべ.る];44;[Samurai];[];[さむらい];[Leader, Temple];samouraï
尺;4;6.0;1940.0;1.0;1.0;[Shaku, Japanese Foot, Measure, Scale, Rule];[しゃく];[];47;[Shaku, Japanese Foot];[しゃく];[];[Shrimp];mesure, unité de longueur d'environ 30 cm
峠;9;8.0;1941.0;1.0;1.0;[Mountain Peak, Mountain Pass, Climax, Crest, (kokuji)];[];[とうげ];59;[Ridge];[];[とうげ];[Mountain, Above, Below];col, crête, chemin de montagne, passe, défilé
渇;11;8.0;1944.0;1.0;1.0;[Thirst, Dry Up, Parch];[かつ];[かわ.く];30;[Thirst];[かつ];[かわ];[Tsunami, Sun, Prison, Spoon];avoir soif, être assoiffé
俺;10;8.0;1946.0;;;[I, Myself];[えん];[おれ, われ];44;[I, Me];[];[おれ];[Leader, Big, Rice Paddy, Umbrella];moi, je
叔;8;8.0;1950.0;1.0;1.0;[Uncle, Youth];[しゅく];[];59;[Uncle, Aunt];[しゅく];[];[Above, Small, Stool];jeune frère ou soeur
雌;14;8.0;1951.0;1.0;1.0;[Feminine, Female];[し];[め-, めす, めん];59;[Female];[し];[めす, め, めん];[Stop, Spoon, Turkey];femelle
堪;12;8.0;1953.0;1.0;1.0;[Withstand, Endure, Support, Resist];[かん, たん];[た.える, たま.る, こら.える, こた.える];59;[Endure];[かん, たん];[た, こた, こ];[Dirt, Crab Trap];supporter, endurer
酢;12;8.0;1955.0;1.0;1.0;[Vinegar, Sour, Acid, Tart];[さく];[す];35;[Vinegar];[さく];[す];[Alcohol, Key];vinaigre
袖;10;8.0;1960.0;;;[Sleeve, Wing (building), Extension, Give Cold Shoulder];[しゅう];[そで];;[Sleeve, Wing (building), Extension, Give Cold Shoulder];[しゅう];[そで];;manche de vêtement
甚;9;8.0;1961.0;1.0;1.0;[Tremendously, Very, Great, Exceedingly];[じん];[はなは.だ, はなは.だしい];59;[Very, Great];[じん];[はなは];[Crab Trap];excessif, démesuré, énorme
妖;7;8.0;1964.0;;;[Attractive, Bewitching, Calamity];[よう];[あや.しい, なま.めく, わざわ.い];;[Attractive, Bewitching, Calamity];[よう];[あや.しい, なま.めく, わざわ.い];;attractif, séduisant
蘇;19;9.0;1968.0;;;[Be Resuscitated, Revived, Perilla, Shiso];[そ, す];[よみがえ.る];;[Be Resuscitated, Revived, Perilla, Shiso];[そ, す];[よみがえ.る];;être ressucité, revivre
闇;17;8.0;1969.0;;;[Get Dark, Gloom, Disorder];[あん, おん];[やみ, くら.い];48;[Darkness];[あん, おん];[やみ];[Gate, Sound];désordre s'assombrir
崇;11;8.0;1970.0;1.0;1.0;[Adore, Respect, Revere, Worship];[すう];[あが.める];59;[Worship, Revere];[すう];[あが];[Mountain, Roof, Jackhammer];noblesse, respect, vénération, culte
漆;14;8.0;1971.0;1.0;1.0;[Lacquer, Varnish, Seven];[しつ];[うるし];59;[Lacquer, Varnish];[しつ];[うるし];[Tsunami, Tree, Hat, Water];laque
岬;8;8.0;1972.0;1.0;1.0;[Headland, Cape, Spit, Promontory];[こう];[みさき];59;[Cape];[こう];[みさき];[Mountain, Turtle Shell];cap, promontoire
癖;18;8.0;1973.0;1.0;1.0;[Mannerism, Habit, Vice, Trait, Fault, Kink];[へき];[くせ, くせ.に];46;[Habit];[へき];[くせ];[Sick, Hot Pepper];habitude, manie, tic, penchant
愉;12;8.0;1974.0;1.0;1.0;[Pleasure, Happy, Rejoice];[ゆ];[たの.しい, たの.しむ];55;[Pleasant];[ゆ];[たの];[Soul, Death Star];joie, gaieté, plaisir
捉;10;8.0;1976.0;;;[Catch, Capture];[そく, さく];[とら.える];;[Catch, Capture];[そく, さく];[とら.える];;être arrêté, être capturé arrêter, capturer
礁;17;8.0;1977.0;1.0;1.0;[Reef, Sunken Rock];[しょう];[];59;[Reef];[しょう];[];[Stone, Turkey, Boil];écueil, récif
姻;9;8.0;1985.0;1.0;1.0;[Matrimony, Marry];[いん];[];59;[Marry];[いん];[];[Woman, Mouth, Big];mariage, alliance
賭;15;8.0;1989.0;;;[Gamble, Wager, Bet];[と];[か.ける, かけ];45;[Gamble];[];[か];[Shellfish, Someone];pari
擬;17;8.0;1990.0;1.0;1.0;[Mimic, Aim (a Gun) At, Nominate, Imitate];[ぎ];[まが.い, もど.き];59;[Imitate];[ぎ];[まが, もど];[Fingers, Doubt];imiter, assimiler
塀;12;8.0;1991.0;1.0;1.0;[Fence, Wall, (kokuji)];[へい, べい];[];47;[Fence];[へい];[];[Dirt, Flag, Horns, Lantern];mur, clôture, enceinte
唇;10;8.0;1992.0;1.0;1.0;[Lips];[しん];[くちびる];47;[Lips];[しん];[くちびる];[Landslide, Mouth];lèvres
閑;12;8.0;1994.0;1.0;1.0;[Leisure];[かん];[];59;[Leisure];[かん];[];[Gate, Tree];loisir, temps libre, tranquillité
胡;9;9.0;1995.0;1.0;1.0;[Barbarian, Foreign];[う, こ, ご];[なんぞ];53;[Barbarian];[こ, う, ご];[なんぞ];[Old, Moon];barbare, étranger
幽;9;8.0;1996.0;1.0;1.0;[Seclude, Confine To A Room, Deep, Profound, Secluded, Faint, Dark, Tranquil, Calm];[ゆう];[ふか.い, かす.か, くら.い, しろ.い];46;[Secluded];[ゆう];[];[Poop, Mountain];caché, obscur
曹;11;8.0;1998.0;1.0;1.0;[Office, Official, Comrade, Fellow];[そう, ぞう];[];59;[Official];[そう, ぞう];[つかさ, ともがら, へや];[Ground, Music, Sun];responsable, collègue
卑;9;8.0;2003.0;1.0;1.0;[Lowly, Base, Vile, Vulgar];[ひ];[いや.しい, いや.しむ, いや.しめる];59;[Lowly, Base];[ひ];[いや];[Drop, Rice Paddy, Cross];mépriser, négliger, dédaigner modeste, ignoble, méprisable, vulgaire
侮;8;8.0;2004.0;1.0;1.0;[Scorn, Despise, Make Light Of, Contempt];[ぶ];[あなど.る, あなず.る];59;[Despise];[ぶ];[あなず, あなど];[Leader, Every];mépriser, dédaigner, se moquer de
鋳;15;8.0;2005.0;1.0;1.0;[Casting, Mint];[ちゅう, い, しゅ, しゅう];[い.る];59;[Cast, Casting];[ちゅう];[い];[Gold, Three, Slide, Measurement];fondre, couler, mouler
抹;8;8.0;2006.0;1.0;1.0;[Rub, Paint, Erase];[まつ];[];55;[Erase];[まつ];[];[Fingers, Jet];frotter, enduire
隷;16;8.0;2009.0;1.0;1.0;[Slave, Servant, Prisoner, Criminal, Follower];[れい];[したが.う, しもべ];34;[Slave];[れい];[];[Samurai, Jackhammer, Brush, Water];esclave, serviteur, suivant
蝶;15;9.0;2011.0;1.0;1.0;[Butterfly];[ちょう];[];56;[Butterfly];[ちょう];[];[Insect, World, Tree];papillon
茎;8;8.0;2013.0;1.0;1.0;[Stalk, Stem];[けい, きょう];[くき];54;[Stem];[きょう, けい];[くき];[Flowers, Tombstone];tige, pédoncule
汎;6;8.0;2014.0;;;[Pan-];[はん, ぶ, ふう, ほう, ほん];[ただよ.う, ひろ.い];;[Pan-];[はん, ぶ, ふう, ほう, ほん];[ただよ.う, ひろ.い];;dérive
頃;11;8.0;2015.0;;;[Time, About, Toward];[けい, きょう];[ころ, ごろ, しばら.く];45;[Approximate];[];[ころ, ごろ];[Spoon, Geoduck];vers (tel moment)
逝;10;8.0;2018.0;1.0;1.0;[Departed, Die];[せい];[ゆ.く, い.く];60;[Die];[せい];[い, ゆ];[Scooter, Fingers, Axe];mourir
滴;14;8.0;2019.0;2.0;2.0;[Drip, Drop];[てき];[しずく, したた.る];47;[Drip];[てき];[したた, しずく];[Tsunami, Mohawk];goutte ruisseler
汽;7;2.0;2020.0;1.0;1.0;[Vapor, Steam];[き];[];18;[Steam];[き];[];[Tsunami, Energy];vapeur
謎;16;8.0;2021.0;;;[Riddle, Puzzle, Enigma, Hint, Tip];[めい, べい];[なぞ];44;[Riddle];[];[なぞ];[Say, Scooter, Rice];énigme, mystère
匿;10;8.0;2024.0;1.0;1.0;[Hide, Shelter, Shield];[とく];[かくま.う];60;[Hide];[とく];[かくま];[Cage, Flowers, Right];cacher, dissimuler
爪;4;8.0;2025.0;;;[Claw, Nail, Talon];[そう];[つめ, つま-];34;[Claw];[そう];[つま, つめ];[Claw];griffe, ongle, serre
鍵;17;8.0;2029.0;;;[Key];[けん];[かぎ];46;[Key];[けん];[かぎ];[Gold, Yoga, Brush];clé
襟;18;8.0;2030.0;1.0;1.0;[Collar, Neck, Lapel, Ones Inner Feelings];[きん];[えり];51;[Collar];[きん];[えり];[Spirit, Tree, Jackhammer];col, nuque
蛍;11;8.0;2031.0;1.0;1.0;[Lightning-bug, Firefly];[けい];[ほたる];41;[Firefly];[けい];[ほたる];[Viking, Insect];luciole, ver luisant
寡;14;8.0;2035.0;1.0;1.0;[Widow, Minority, Few];[か];[];60;[Widow];[か];[];[Roof, Geoduck, Ground, Sword];peu, faible quantité, minorité, veuf
痢;12;8.0;2037.0;1.0;1.0;[Diarrhea];[り];[];60;[Diarrhea, Diarrhoea];[り];[];[Sick, Grain, Knife];diarrhée, dysenterie
坑;7;8.0;2040.0;1.0;1.0;[Pit, Hole];[こう];[];60;[Pit, Hole];[こう];[];[Dirt, Lid, Table];puits de mine, fosse
烏;10;9.0;2042.0;;;[Crow, Raven];[う, お];[からす, いずくんぞ, なんぞ];57;[Crow];[うお];[からす];[Bird];corbeau
藍;18;8.0;2043.0;1.0;1.0;[Indigo];[らん];[あい];60;[Indigo];[らん];[あい];[Flowers, Oversee];indigo
賊;13;8.0;2045.0;1.0;1.0;[Burglar, Rebel, Traitor, Robber];[ぞく];[];57;[Robber];[ぞく];[];[Shellfish, Drunkard, Cross];voleur, rebelle
搾;13;8.0;2046.0;1.0;1.0;[Squeeze];[さく];[しぼ.る];56;[Squeeze];[さく];[しぼ];[Fingers, Hole, Key];serrer, presser, compresser
唄;10;8.0;2051.0;1.0;1.0;[Song, Ballad];[ばい];[うた, うた.う];60;[Shamisen Song];[ばい];[うた];[Mouth, Shellfish];chanson
孔;4;8.0;2052.0;1.0;1.0;[Cavity, Hole, Slit, Very, Great, Exceedingly];[こう, く];[あな];46;[Cavity, Hole];[こう];[あな];[Child, Umbrella];trou
呂;7;8.0;2055.0;1.0;1.0;[Spine, Backbone];[ろ, りょ];[せぼね];52;[Bath];[ろ, りょ];[せぼね];[Bathtub];colonne vertébrale
拷;9;8.0;2057.0;1.0;1.0;[Torture, Beat];[ごう];[];60;[Torture];[ごう];[];[Fingers, Coffin, Beggar];battre, frapper, torturer
嬢;16;8.0;2059.0;1.0;1.0;[Lass, Girl, Miss, Daughter];[じょう];[むすめ];45;[Miss];[じょう];[むすめ];[Woman, Nurse];demoiselle
渓;11;8.0;2063.0;1.0;1.0;[Mountain Stream, Valley];[けい];[たに, たにがわ];60;[Valley];[けい];[たに, たにがわ];[Tsunami, Cleat, Husband];vallée, gorge
廉;13;8.0;2066.0;1.0;1.0;[Bargain, Reason, Charge, Suspicion, Point, Account, Purity, Honest, Low Price, Cheap, Rested, Contented, Peaceful];[れん];[];60;[Bargain];[れん];[];[Canopy, Mona Lisa];honnête, pur, réservé, bon marché
牙;5;8.0;2067.0;;;[Tusk, Fang, Tusk Radical (no. 92)];[が, げ];[きば, は];36;[Fang, Tusk];[げ, が];[きば];[Fang];dent, croc
瞳;17;8.0;2069.0;1.0;1.0;[Pupil (of Eye)];[どう, とう];[ひとみ];46;[Pupil];[とう, どう];[ひとみ];[Eye, Stand, Village];pupille
窯;15;8.0;2072.0;1.0;1.0;[Kiln, Oven, Furnace];[よう];[かま];;[Kiln, Oven, Furnace];[よう];[かま];;four
褒;15;8.0;2073.0;1.0;1.0;[Praise, Extol];[ほう];[ほ.める];40;[Praise];[ほう];[ほ];[Lid, Preserve, Kick];louer, exalter, honorer
醜;17;8.0;2074.0;1.0;1.0;[Ugly, Unclean, Shame, Bad Looking];[しゅう];[みにく.い, しこ];60;[Ugly];[しゅう];[しこ, みにく];[Alcohol, Demon];laid, malpropre, ignoble
殉;10;8.0;2080.0;1.0;1.0;[Martyrdom, Follow By Resigning];[じゅん];[];60;[Martyr];[じゅん];[];[Yakuza, Prison, Sun];sacrifice, martyre
煩;13;8.0;2081.0;1.0;1.0;[Anxiety, Trouble, Worry, Pain, Ill, Annoy, Nuisance, Irksome];[はん, ぼん];[わずら.う, わずら.わす, うるさ.がる, うるさ.い];60;[Annoy, Annoying];[はん, ぼん];[うるさ, わずら];[Fire, Geoduck];être affligé, être inquiet, être anxieux compliqué, ennuyeux
枕;8;8.0;2084.0;;;[Pillow];[ちん, しん];[まくら];30;[Pillow];[しん];[まくら];[Tree, Pirate];oreiller
堕;12;8.0;2087.0;1.0;1.0;[Degenerate, Descend To, Lapse Into];[だ];[お.ちる, くず.す, くず.れる];57;[Degenerate];[だ];[お, くず];[Building, Have, Dirt];choir, déchoir
丼;5;8.0;2088.0;;;[Bowl, Bowl Of Food];[とん, たん, しょう, せい];[どんぶり];34;[Rice Bowl];[どん];[どんぶり];[Well, Drop];bol de riz
租;10;8.0;2089.0;1.0;1.0;[Tariff, Crop Tax, Borrowing];[そ];[];46;[Tariff];[そ];[];[Grain, Top Hat];impôt, contributions
桟;10;8.0;2093.0;1.0;1.0;[Scaffold, Cleat, Frame, Jetty, Bolt (door)];[さん, せん];[かけはし];60;[Jetty, Pier];[さん, せん];[かけはし];[Tree, Bar];entretoise, traverse
惧;11;8.0;2097.0;;;[Fear, Be Afraid Of, Dread];[く, ぐ];[おそ.れる];;[Fear, Be Afraid Of, Dread];[く, ぐ];[おそ.れる];;peur, appréhension
斐;12;9.0;2103.0;1.0;1.0;[Beautiful, Patterned];[ひ, い];[];39;[Patterned];[い];[];[Criminal, Writing];beau, à motifs
矯;17;8.0;2105.0;1.0;1.0;[Rectify, Straighten, Correct, Reform, Cure, Control, Pretend, Falsify];[きょう];[た.める];60;[Correct, Straighten];[きょう];[た];[Arrow, Heaven, Mouth, Mustache];corriger, rectifier, redresser, réparer
囚;5;8.0;2107.0;1.0;1.0;[Captured, Criminal, Arrest, Catch];[しゅう];[とら.われる];60;[Criminal];[しゅう];[とら];[Mouth, Person];emprisonnement, prisonnier, détenu
虹;9;8.0;2110.0;1.0;1.0;[Rainbow];[こう];[にじ];47;[Rainbow];[こう];[にじ];[Insect, Construction];arc en ciel
膳;16;8.0;2120.0;;;[Small Low Table, Tray];[ぜん, せん];[かしわ, すす.める, そな.える];;[Small Low Table, Tray];[ぜん, せん];[かしわ, すす.める, そな.える];;petite table basse plateau compteur pour les baguettes/repas
蚊;10;8.0;2121.0;1.0;1.0;[Mosquito];[ぶん];[か];48;[Mosquito];[];[か];[Insect, Writing];moustique
葵;12;9.0;2122.0;1.0;1.0;[Hollyhock];[き];[あおい];53;[Hollyhock];[き];[あおい];[Flowers, Tent, Heaven];mauve
厄;4;8.0;2123.0;1.0;1.0;[Unlucky, Misfortune, Bad Luck, Disaster];[やく];[];35;[Unlucky];[やく];[];[Cliff, Snake];désastre, malchance
藻;19;8.0;2124.0;1.0;1.0;[Seaweed, Duckweed];[そう];[も];60;[Seaweed];[そう];[も];[Flowers, Tsunami, Syrup];plante aquatique, algue
狼;10;9.0;2129.0;;;[Wolf];[ろう];[おおかみ];;[Wolf];[ろう];[おおかみ];;loup
呪;8;8.0;2131.0;;;[Spell, Curse, Charm, Malediction];[じゅ, しゅ, しゅう, ず];[まじな.う, のろ.い, まじな.い, のろ.う];45;[Curse];[じゅ];[のろ];[Mouth, Older Brother];charme, malédiction, ensorcellement
串;7;8.0;2139.0;;;[Spit, Skewer];[かん, けん, せん];[くし, つらぬ.く];;[Spit, Skewer];[かん, けん, せん];[くし, つらぬ.く];;brochette
嚇;17;8.0;2141.0;1.0;1.0;[Menacing, Dignity, Majesty, Threaten];[かく];[おど.す];;[Menacing, Dignity, Majesty, Threaten];[かく];[おど.す];;menace, intimidation
凸;5;8.0;2143.0;1.0;1.0;[Convex, Beetle Brow, Uneven];[とつ];[でこ];57;[Convex, Uneven];[とつ];[でこ];[Convex];convexe
腫;13;8.0;2145.0;;;[Tumor, Swelling];[しゅ, しょう];[は.れる, は.れ, は.らす, く.む, はれもの];;[Tumor, Swelling];[しゅ, しょう];[は.れる, は.れ, は.らす, く.む, はれもの];;gonfler
燕;16;9.0;2147.0;;;[Swallow (bird)];[えん];[つばめ, つばくら, つばくろ];;[Swallow (bird)];[えん];[つばめ, つばくら, つばくろ];;hirondelle
韻;19;8.0;2148.0;1.0;1.0;[Rhyme, Elegance, Tone];[いん];[];;[Rhyme, Elegance, Tone];[いん];[];;rime
霜;17;8.0;2151.0;1.0;1.0;[Frost];[そう];[しも];48;[Frost];[];[しも];[Rain, Tree, Eye];gel, givre
餅;14;8.0;2152.0;;;[Mochi Rice Cake];[へい, ひょう];[もち, もちい];;[Mochi Rice Cake];[へい, ひょう];[もち, もちい];;pâte de riz
牡;7;9.0;2155.0;;;[Male];[ぼ, ぼう];[おす, お-, おん-];;[Male];[ぼ, ぼう];[おす, お-, おん-];;mâle
箸;15;8.0;2156.0;;;[Chopsticks];[ちょ, ちゃく];[はし];47;[Chopsticks];[ちゃく];[はし];[Bamboo, Someone];baguettes (couvert)
杏;7;9.0;2159.0;1.0;1.0;[Apricot];[きょう, あん, こう];[あんず];54;[Apricot];[あん, きょう, こう];[あんず];[Tree, Mouth];abricot
棺;12;8.0;2161.0;1.0;1.0;[Coffin, Casket];[かん];[];;[Coffin, Casket];[かん];[];;cercueil
儒;16;8.0;2162.0;1.0;1.0;[Confucian];[じゅ];[];;[Confucian];[じゅ];[];;Confucianisme
愁;13;8.0;2171.0;1.0;1.0;[Distress, Grieve, Lament, Be Anxious];[しゅう];[うれ.える, うれ.い];;[Distress, Grieve, Lament, Be Anxious];[しゅう];[うれ.える, うれ.い];;détresse, désolation, souci se désoler, s'inquiéter
楼;13;8.0;2173.0;1.0;1.0;[Watchtower, Lookout, High Building];[ろう];[たかどの];;[Watchtower, Lookout, High Building];[ろう];[たかどの];;bâtiment élevé, tour, beffroi
眉;9;8.0;2177.0;1.0;1.0;[Eyebrow];[び, み];[まゆ];;[Eyebrow];[び, み];[まゆ];;sourcil
